gene_name	external_gene_name	ProductivityWhenExonIncluded	strand	Frame_of_upstream_exon	Frame_of_cassette_exon	Frame_of_downstream_exon	Coordinates_of_upstream_exon	Coordinates_of_cassette_exon	Coordinates_of_downstream_exon	dN.dS_of_upstream_exon	dN.dS_of_cassette_exon	dN.dS_of_downstream_exon	MeanPhyloP_of_upstream_exon	MeanPhyloP_of_cassette_exon	MeanPhyloP_of_downstream_exon	IsDifferentiallySpliced_in_at_least_one_contrast_in_human_and_anyNonMacaque
ENSG00000185339.10	TCN2	Productive	+	1	2	2	chr22:30615301-30615473	chr22:30614349-30614501	chr22:30612873-30613042	5.485714285714286	1.7606679035250463	1.9461172741679873	1.3394352	1.7012746334075928	1.3978381	FALSE
ENSG00000185339.10	TCN2	Productive	+	2	2	2	chr22:30626460-30626521	chr22:30622968-30623083	chr22:30617330-30617495	7.350210970464135	5.866666666666666	0.7467532467532467	0.42674696	1.232758641242981	2.0613227	FALSE
ENSG00000184792.16	OSBP2	Productive	+	0	1	1	chr22:30905837-30906069	chr22:30893817-30894001	chr22:30893638-30893733	2.2666666666666666	4.20086393088553	0.6772655007949125	3.9642498	4.030356407165527	3.6560903	FALSE
ENSG00000183963.19	SMTN	Productive	+	2	0	0	chr22:31095303-31095455	chr22:31093784-31093876	chr22:31091675-31091847	3.34982332155477	3.38	7.876847290640394	0.79967046	1.7357527017593384	1.8312484	TRUE
ENSG00000183963.19	SMTN	Productive	+	0	2	2	chr22:31097269-31097338	chr22:31096733-31097060	chr22:31095534-31095609	0.3842443729903537	2.5997536945812807	1.672811059907834	4.0384207	2.2409422397613525	2.5416713	TRUE
ENSG00000185133.15	INPP5J	Productive	+	0	0	0	chr22:31133610-31133714	chr22:31133406-31133483	chr22:31133098-31133235	2.0077220077220077	0.7	2.65266106442577	3.7198982	3.4742431640625	4.155543	TRUE
ENSG00000182541.18	LIMK2	Productive	+	0	1	1	chr22:31258291-31258426	chr22:31225720-31225819	chr22:31212409-31212424	8	3.870967741935484	0.3299284984678243	1.420125	2.2169198989868164	4.9284334	FALSE
ENSG00000198089.16	SFI1	Productive	+	1	1	1	chr22:31550254-31550348	chr22:31546861-31546971	chr22:31531058-31531129	11.391304347826088	1.1675824175824177	1.5606060606060606	1.9585834	1.990342140197754	1.4621893	TRUE
ENSG00000198089.16	SFI1	Productive	+	1	0	0	chr22:31583875-31583972	chr22:31580272-31580364	chr22:31578382-31578452	6.411347517730497	1.6458333333333333	3.0982142857142856	1.019817	1.011021614074707	1.4427347	FALSE
ENSG00000100150.20	DEPDC5	Productive	+	1	2	2	chr22:31836999-31837155	chr22:31833915-31833980	chr22:31822693-31822790	1.7636363636363637	7.96	0.14447134786117838	2.1449692	2.2751662731170654	5.970783233642578	FALSE
ENSG00000100150.20	DEPDC5	Productive	+	1	0	0	chr22:31870590-31870744	chr22:31861368-31861433	chr22:31857445-31857553	4.399014778325123	1.1358024691358024	2.328813559322034	2.5214217	3.5263636112213135	1.8427484035491943	FALSE
ENSG00000100292.18	HMOX1	Productive	+	0	2	2	chr22:35393468-35393598	chr22:35389864-35389963	chr22:35386685-35387176	1.375	9.16304347826087	2.146551724137931	3.8003454	1.025189995765686	1.147801637649536	FALSE
ENSG00000100379.18	KCTD17	Productive	+	0	1	1	chr22:37061539-37061583	chr22:37060823-37060922	chr22:37059313-37059438	6.127551020408164	2.679525222551929	2.062146892655367	3.9348648	2.62255	0.9688221216201782	FALSE
ENSG00000126088.14	UROD	Productive	+	2	2	2	chr1:45013594-45013706	chr1:45013292-45013354	chr1:45013136-45013215	0.2381615598885794	0.5219512195121951	1.1980337078651686	4.438062	3.687856674194336	3.9860797	FALSE
ENSG00000126088.14	UROD	Productive	+	2	0	0	chr1:45014439-45014574	chr1:45013909-45014070	chr1:45013594-45013791	2.388960205391528	1.5213549337260677	0.8739184177997528	4.3809595	4.4923515	3.5510883	TRUE
ENSG00000100129.18	EIF3L	Productive	+	2	2	2	chr22:37858679-37858740	chr22:37855565-37855644	chr22:37851280-37851490	0.421969696969697	0.9979550102249488	10.361702127659576	5.557166	5.236325263977051	5.367982864379883	TRUE
ENSG00000126088.14	UROD	Productive	+	0	0	0	chr1:45015337-45015498	chr1:45014940-45015006	chr1:45014736-45014836	0.709470304975923	1.052863436123348	0.79463243873979	4.183772	3.278641939163208	4.18208	TRUE
ENSG00000100354.22	TNRC6B	Productive	+	2	1	1	chr22:40285645-40285770	chr22:40281119-40281289	chr22:40279995-40280143	1	1.4965986394557824	1.2354260089686098	4.58751	5.157561302185059	4.526548385620117	FALSE
ENSG00000239900.14	ADSL	Productive	+	0	0	0	chr22:40354248-40354327	chr22:40353073-40353117	chr22:40349832-40350035	1.2256846081208688	0.8278145695364238	0.391812865497076	4.4384513	3.296400308609009	3.8100624	FALSE
ENSG00000239900.14	ADSL	Productive	+	0	1	1	chr22:40366436-40366498	chr22:40364880-40365056	chr22:40364276-40364365	0.151797603195739	3.1001926782273603	4.975609756097561	5.4455442	4.252028465270996	2.7313018	TRUE
ENSG00000100359.21	SGSM3	Productive	+	0	0	0	chr22:40402139-40402205	chr22:40401593-40401675	chr22:40400807-40400813	16.5	18.443298969072163	10.06896551724138	2.6155715	4.300228595733643	3.4376866817474365	FALSE
ENSG00000132780.17	NASP	Productive	+	1	1	1	chr1:45606482-45606591	chr1:45604936-45605016	chr1:45602255-45602365	0.4782608695652174	1.686046511627907	0.8134592680047226	4.2126665	4.683567523956299	4.5859184	TRUE
ENSG00000196236.13	XPNPEP3	Unproductive	+	2	2	2	chr22:40881770-40882177	chr22:40870048-40870139	chr22:40868999-40869115	1.3195121951219513	8.4375	3.0399666944213157	2.5260687	1.9467501640319824	4.1105247	FALSE
ENSG00000100393.16	EP300	Productive	+	2	1	1	chr22:41140140-41140257	chr22:41137653-41137790	chr22:41135813-41135906	1.142212189616253	1.952	0.04232365145228216	4.040904	4.60689115524292	5.88608455657959	FALSE
ENSG00000132780.17	NASP	Productive	+	2	2	2	chr1:45618061-45618141	chr1:45617463-45617591	chr1:45616626-45616703	0.6021220159151194	8.42608695652174	5.163265306122449	3.6267693	3.620534658432007	2.050296	FALSE
ENSG00000100412.17	ACO2	Productive	+	0	0	0	chr22:41527288-41527420	chr22:41526262-41526453	chr22:41525193-41525348	1.0701492537313433	1.0623020063357973	3.4295302013422817	4.9622817	5.260505199432373	5.193187713623047	FALSE
ENSG00000196419.13	XRCC6	Productive	+	0	0	0	chr22:41636113-41636251	chr22:41628118-41628230	chr22:41622042-41622086	1.054263565891473	7.836206896551724	4.351449275362318	1.5420668	3.709893703460694	4.166993	TRUE
ENSG00000167077.13	MEI1	Productive	+	2	2	2	chr22:41795735-41795847	chr22:41795411-41795542	chr22:41794371-41794477	0.3235955056179775	4.111702127659575	7.507042253521127	2.2037475	0.9730682373046876	0.7807699	FALSE
ENSG00000100167.21	SEPTIN3	Productive	+	0	2	2	chr22:41985984-41986112	chr22:41981645-41981836	chr22:41977065-41977074	0	1.146279949558638	0.3277439024390244	3.6083999	4.137359619140625	5.164364337921143	FALSE
ENSG00000188677.15	PARVB	Productive	+	2	0	0	chr22:44157982-44158083	chr22:44151483-44151551	chr22:44147861-44147922	2.1582278481012658	0.06521739130434782	5.768421052631579	4.0330973	5.27588415145874	4.9871764	TRUE
ENSG00000248405.10	PRR5-ARHGAP8	Productive	+	2	1	1	chr22:44814672-44814758	chr22:44808307-44808438	chr22:44802077-44802164	0.8672566371681416	0.7186872069658405	0.7586206896551724	2.7563636	3.6354472637176514	3.4664023	FALSE
ENSG00000093000.19	NUP50	Productive	+	0	0	0	chr22:45178238-45178314	chr22:45175894-45176080	chr22:45171600-45171683	0.4235880398671096	2.9964664310954063	3.003731343283582	4.2471905	2.1824331283569336	1.0681818723678589	TRUE
ENSG00000086015.23	MAST2	Productive	+	2	1	1	chr1:46002805-46002883	chr1:46000959-46000979	chr1:45997724-45997799	0.2898550724637681	1.010989010989011	3.0264550264550265	4.846421	5.628190517425537	5.18255615234375	TRUE
ENSG00000077942.19	FBLN1	Productive	+	0	2	2	chr22:45533063-45533095	chr22:45531265-45531324	chr22:45527847-45528009	1.546448087431694	1.1963636363636363	1.143835616438356	3.016994	2.2076334953308105	2.7418181896209717	FALSE
ENSG00000130638.18	ATXN10	Productive	+	0	1	1	chr22:45692996-45693078	chr22:45689712-45689903	chr22:45672064-45672179	1	0.8493259318001586	0.8861607142857143	0.792181	1.910244822502136	1.7223856	FALSE
ENSG00000100416.15	TRMU	Productive	+	0	0	0	chr22:46356842-46357006	chr22:46355990-46356072	chr22:46355444-46355588	0.6091954022988506	9.78021978021978	3.642276422764227	3.8808897	3.514385461807251	2.11003041267395	FALSE
ENSG00000054611.14	TBC1D22A	Productive	+	1	2	2	chr22:46878653-46878723	chr22:46797444-46797620	chr22:46793501-46793841	1.4824399260628467	8.428571428571429	25.8	2.8143842	2.581757068634033	2.943859100341797	FALSE
ENSG00000184164.15	CRELD2	Productive	+	2	2	2	chr22:49924360-49924455	chr22:49923234-49923317	chr22:49922612-49922707	2.621160409556314	1.9074074074074072	2.6615384615384614	1.8653749	1.8970121	1.574479103088379	FALSE
ENSG00000100239.16	PPP6R2	Productive	+	2	0	0	chr22:50437506-50437603	chr22:50436988-50437068	chr22:50436367-50436452	0.25598086124401914	0.7011764705882353	0.4842454394693201	4.712872	4.210049629211426	5.291866779327393	TRUE
ENSG00000100253.13	MIOX	Productive	+	1	0	0	chr22:50489748-50489825	chr22:50489397-50489644	chr22:50489228-50489295	0.9948979591836736	2.9488188976377954	1.6857142857142855	2.705353	2.6359355449676514	2.8116793632507324	FALSE
ENSG00000025770.19	NCAPH2	Productive	+	0	0	0	chr22:50517427-50517482	chr22:50516447-50516548	chr22:50508338-50508445	1.5856164383561644	0.2574585635359116	11.757575757575758	4.0727687	4.871784	2.671375036239624	FALSE
ENSG00000134121.10	CHL1	Productive	+	2	2	2	chr3:344589-344709	chr3:342984-343031	chr3:341912-342082	0.42144302090357383	1.328042328042328	7.734104046242774	4.1541867	2.800854444503784	2.7771816	TRUE
ENSG00000134121.10	CHL1	Productive	+	2	2	2	chr3:399017-399148	chr3:398227-398385	chr3:394693-394872	1.1022076860179886	11.991266375545852	0.3730407523510972	2.810522	3.633239269256592	4.0722046	TRUE
ENSG00000085999.13	RAD54L	Productive	+	0	2	2	chr1:46260542-46260611	chr1:46259964-46260099	chr1:46258686-46258746	0.4098360655737705	0.4975206611570248	7.901960784313726	5.009721	4.517624855041504	5.162414073944092	FALSE
ENSG00000150995.21	ITPR1	Productive	+	0	0	0	chr3:4658124-4658278	chr3:4653842-4653886	chr3:4652123-4652218	0.03064516129032258	2.7204301075268815	3.7612612612612617	5.3786564	4.964955806732178	4.2821417	TRUE
ENSG00000150995.21	ITPR1	Unproductive	+	2	0	0	chr3:4710325-4710473	chr3:4709692-4709729	chr3:4706167-4706351	1.5160183066361557	4.181818181818182	0.04361534419337887	3.9866917	2.8457367420196533	4.730114	FALSE
ENSG00000150995.21	ITPR1	Productive	+	1	0	0	chr3:4733088-4733220	chr3:4727123-4727173	chr3:4725546-4725581	1.1150793650793651	61.625	0.596629213483146	3.5316112	4.826823711395264	4.1671658	FALSE
ENSG00000150995.21	ITPR1	Productive	+	0	2	2	chr3:4800425-4800600	chr3:4795065-4795187	chr3:4787947-4788139	0.34183396635919694	0.2983606557377049	0.14456106870229007	5.0129375	4.8203253746032715	3.7071593	TRUE
ENSG00000134108.14	ARL8B	Productive	+	1	2	2	chr3:5178664-5178713	chr3:5174017-5174414	chr3:5172647-5172740	0.15008726003490402	4.685271317829457	0.00826446280991735	5.6724586	2.298143148422241	6.23654	TRUE
ENSG00000071282.12	LMCD1	Productive	+	0	1	1	chr3:8548568-8548613	chr3:8537185-8537440	chr3:8532737-8532825	2.1367521367521367	0.5299760191846523	0.8731707317073171	3.7034385	3.943519353866577	3.873369693756103	FALSE
ENSG00000168137.20	SETD5	Unproductive	+	0	1	1	chr3:9433845-9433950	chr3:9433370-9433562	chr3:9428939-9429009	6.631578947368421	3.215686274509804	9.225352112676056	6.664887	3.605180978775024	5.85134	FALSE
ENSG00000168137.20	SETD5	Unproductive	+	0	1	1	chr3:9434824-9434882	chr3:9434590-9434630	chr3:9434277-9434485	1.1377245508982037	4.285714285714286	35.8	4.9328613	2.313878059387207	4.480509	FALSE
ENSG00000168137.20	SETD5	Productive	+	2	0	0	chr3:9440456-9440698	chr3:9436850-9436888	chr3:9435728-9435906	0.7811860940695297	0.5555555555555556	2.5470219435736676	5.4574246	5.576153755187988	4.641687	TRUE
ENSG00000168137.20	SETD5	Unproductive	+	0	0	0	chr3:9453739-9453868	chr3:9452888-9452951	chr3:9448388-9448630	1.0338709677419355	3.235294117647059	0.5189437428243399	5.0801897	1.564671754837036	3.5899692	FALSE
ENSG00000168137.20	SETD5	Productive	+	1	2	2	chr3:9470459-9470929	chr3:9468519-9468575	chr3:9464425-9464672	2.7375886524822697	10.894736842105264	6.1073738680465715	3.3959475	4.751333713531494	3.076675	TRUE
ENSG00000163719.20	MTMR14	Productive	+	1	1	1	chr3:9701790-9701973	chr3:9697711-9697866	chr3:9689964-9690143	6.808118081180812	1.9748603351955307	8.431159420289855	3.4179888	4.51556396484375	3.6669998	TRUE
ENSG00000144550.14	CPNE9	Productive	+	0	1	1	chr3:9717058-9717104	chr3:9715974-9716035	chr3:9715473-9715526	0.19298245614035087	18.580645161290324	27	4.467648	4.727758407592773	5.441149	TRUE
ENSG00000156983.17	BRPF1	Productive	+	2	2	2	chr3:9745008-9745155	chr3:9744224-9744508	chr3:9743578-9743901	2.441080196399345	1.0917721518987342	0.7229190421892816	3.9442067	4.865951061248779	5.1542563	FALSE
ENSG00000114026.22	OGG1	Productive	+	2	2	2	chr3:9756767-9756843	chr3:9756471-9756621	chr3:9754704-9754885	2.2632944228274967	2.805869074492099	0.7124183006535948	2.7671869	3.3118741512298584	3.2574284076690674	TRUE
ENSG00000250151.9	ARPC4-TTLL3	Unproductive	+	2	0	0	chr3:9812943-9813111	chr3:9810621-9810709	chr3:9803843-9804013	0.36824324324324326	2.4691358024691357	5.292134831460674	6.072427	1.5774270296096802	1.813846	FALSE
ENSG00000214021.19	TTLL3	Productive	+	0	0	0	chr3:9817645-9817656	chr3:9816074-9816202	chr3:9813307-9813345	1.5337078651685394	1.0864864864864865	0.11029411764705882	1.3627691	3.3339688777923584	4.65125	FALSE
ENSG00000214021.19	TTLL3	Productive	+	1	0	0	chr3:9835094-9835489	chr3:9834681-9834907	chr3:9828960-9829395	2.98311048557354	2.704081632653061	6.478260869565218	2.9823258	0.7755022048950195	0.27510357	FALSE
ENSG00000163701.19	IL17RE	Productive	+	0	2	2	chr3:9906364-9906461	chr3:9904032-9904151	chr3:9903397-9903412	5.454545454545454	2.81203007518797	3.19672131147541	0.6154375	0.02598333358764648	0.4228163	FALSE
ENSG00000163702.21	IL17RC	Productive	+	2	2	2	chr3:9918500-9918598	chr3:9918335-9918409	chr3:9917923-9918075	11.116666666666667	14.24	2.6272189349112427	0.8771111	0.4312666952610016	0.9914041	FALSE
ENSG00000163702.21	IL17RC	Productive	+	0	2	2	chr3:9923881-9924107	chr3:9920925-9920969	chr3:9920491-9920602	0.9076923076923076	5.615384615384615	4.288753799392097	1.664616	1.7158888578414917	0.66510576	FALSE
ENSG00000163702.21	IL17RC	Productive	+	2	0	0	chr3:9928166-9928220	chr3:9924232-9924291	chr3:9923881-9924020	5.889763779527559	9.682926829268292	0.7620689655172413	1.0533072	1.9131999015808103	1.4791274	FALSE
ENSG00000163702.21	IL17RC	Productive	+	2	2	2	chr3:9930895-9930908	chr3:9930400-9930459	chr3:9930028-9930149	9.523255813953488	2.2941176470588234	4.476190476190476	1.4628689	1.582866668701172	1.1221428	FALSE
ENSG00000163702.21	IL17RC	Productive	+	2	2	2	chr3:9932953-9933593	chr3:9932820-9932858	chr3:9932608-9932703	4.926605504587156	2.5365853658536586	3.648942985265855	1.1923021	0.4220513105392456	1.2598800000000001	TRUE
ENSG00000163703.20	CRELD1	Productive	+	0	1	1	chr3:9938015-9938106	chr3:9937562-9937672	chr3:9934835-9934917	1.2348993288590604	0.8192182410423453	0.767175572519084	5.038277	3.89621639251709	4.1252065	FALSE
ENSG00000134086.10	VHL	Productive	+	0	2	2	chr3:10149787-10149965	chr3:10146514-10146636	chr3:10141848-10142187	4.880108991825613	0.5863636363636363	0.5742489270386266	1.1127294	3.1941871643066406	2.637	FALSE
ENSG00000144554.13	FANCD2	Productive	+	0	0	0	chr3:10060294-10060403	chr3:10052387-10052497	chr3:10049374-10049505	0.7996219281663516	1.671945701357466	4.420560747663552	2.7218032	3.5332791805267334	4.527291	FALSE
ENSG00000157014.11	TATDN2	Unproductive	+	1	0	0	chr3:10278885-10279025	chr3:10278664-10278760	chr3:10278279-10278462	0.3899868247694334	6.4	0.7333333333333333	3.5377986	2.4926390647888184	2.6188865	TRUE
ENSG00000197548.13	ATG7	Productive	+	0	0	0	chr3:11315344-11315493	chr3:11313304-11313420	chr3:11308984-11309061	1.0576036866359446	1.069033530571992	0.9812695109261186	3.7099102	3.71872615814209	2.8612134	FALSE
ENSG00000197548.13	ATG7	Productive	+	1	0	0	chr3:11426804-11426926	chr3:11379972-11380052	chr3:11364659-11364734	0.07732634338138926	4.3076923076923075	0.1016949152542373	5.3241053	4.593555450439453	5.0145607	TRUE
ENSG00000154743.19	TSEN2	Productive	+	0	0	0	chr3:12519059-12519197	chr3:12516611-12516661	chr3:12505154-12505231	1.5701492537313433	4.157303370786517	0.34397810218978103	2.450333	3.0524704456329346	3.0693455	TRUE
ENSG00000075975.17	MKRN2	Productive	+	0	1	1	chr3:12570071-12570252	chr3:12568875-12569003	chr3:12557151-12557176	7.5	0.933649289099526	3.569377990430622	2.6074617	3.916069507598877	1.4223462343215942	FALSE
ENSG00000163517.15	HDAC11	Productive	+	2	0	0	chr3:13502884-13502913	chr3:13501871-13501933	chr3:13483464-13483564	0.4732254047322541	0.2052980132450331	0.2245614035087719	3.561	4.220571517944336	5.0572333	FALSE
ENSG00000163520.14	FBLN2	Productive	+	2	2	2	chr3:13626445-13626579	chr3:13621775-13621915	chr3:13619730-13619831	2.732804232804233	2.1565934065934065	7.6461538461538465	3.045039	3.5162551403045654	2.8124816	TRUE
ENSG00000131389.18	SLC6A6	Unproductive	+	0	2	2	chr3:14445717-14445816	chr3:14444738-14444866	chr3:14443635-14443863	0.7669971671388102	2.0376569037656904	0.9210110584518169	5.201725	0.643449604511261	5.2672296	FALSE
ENSG00000154814.14	OXNAD1	Unproductive	+	1	0	0	chr3:16286342-16286448	chr3:16272145-16272321	chr3:16271659-16271722	1.8193548387096776	6.824175824175824	1.3259762308998302	2.1139843	0.32357627153396606	2.4667385	TRUE
ENSG00000144566.11	RAB5A	Unproductive	+	0	2	2	chr3:19975601-19975752	chr3:19970548-19970717	chr3:19950899-19951061	1.1492890995260665	3.634920634920635	0.5958005249343832	6.183644	1.8217705488204956	6.214526	TRUE
ENSG00000170142.12	UBE2E1	Productive	+	0	1	1	chr3:23887567-23887699	chr3:23811460-23811510	chr3:23807270-23807421	0.7252559726962458	32.2	0.04019292604501608	5.2845526	5.92239236831665	6.1307216	TRUE
ENSG00000162368.15	CMPK1	Productive	+	0	0	0	chr1:47372955-47373107	chr1:47368469-47368615	chr1:47333946-47334116	5.621848739495798	1.833634719710669	0.9122340425531916	1.0982865	5.113728046417236	5.1756144	FALSE
ENSG00000187118.14	CMC1	Productive	+	0	2	2	chr3:28316333-28316423	chr3:28263291-28263380	chr3:28241794-28241812	4.333333333333333	4.26530612244898	0.6653992395437263	2.2240527	3.903555393218994	3.724264	TRUE
ENSG00000144642.22	RBMS3	Productive	+	1	0	0	chr3:29936086-29936196	chr3:29899705-29899755	chr3:29897379-29897475	23.4	0.8045112781954887	2.6054421768707483	6.364422	6.570391654968262	4.996748	FALSE
ENSG00000144642.22	RBMS3	Productive	+	0	0	0	chr3:29988143-29988223	chr3:29944207-29944254	chr3:29936086-29936196	2.6054421768707483	9.625	1.0218181818181815	4.996748	2.845583200454712	6.5372963	FALSE
ENSG00000163513.20	TGFBR2	Productive	+	0	2	2	chr3:30644747-30644915	chr3:30623199-30623273	chr3:30606884-30606977	5.777777777777778	3.060606060606061	9.833333333333334	1.6035743	0.46437332034111023	2.3702545	FALSE
ENSG00000152642.11	GPD1L	Productive	+	0	0	0	chr3:32140228-32140361	chr3:32138587-32138727	chr3:32128146-32128253	0.29957805907172996	0.6896845694799659	1.506726457399103	4.871972	3.0324039459228516	4.731336	TRUE
ENSG00000153551.14	CMTM7	Productive	+	0	0	0	chr3:32452392-32452473	chr3:32449454-32449552	chr3:32441840-32442013	1.4094827586206895	0.754	5.9907407407407405	2.5452528	2.7627880573272705	2.261573314666748	FALSE
ENSG00000182973.20	CNOT10	Productive	+	1	1	1	chr3:32759458-32759571	chr3:32737410-32737490	chr3:32734800-32734976	0.4629360465116279	4.572727272727272	0.08645533141210375	4.7913556	5.00180196762085	5.2574477	TRUE
ENSG00000182973.20	CNOT10	Productive	+	1	2	2	chr3:32764682-32764809	chr3:32764455-32764490	chr3:32762733-32762863	0.7486338797814208	4.923076923076923	0.20441988950276244	5.603359	4.672499656677246	5.300883	TRUE
ENSG00000170275.15	CRTAP	Productive	+	0	2	2	chr3:33132555-33132700	chr3:33129939-33130067	chr3:33124408-33124579	0.35596446700507617	4.361216730038023	0.7615457115928369	4.4609423	4.984558582305908	4.631363	FALSE
ENSG00000172995.17	ARPP21	Productive	+	1	0	0	chr3:35715439-35715476	chr3:35708969-35709070	chr3:35706974-35707082	0.658753709198813	0.3451043338683788	0.6496815286624203	5.2567983	5.628195285797119	4.6188684	FALSE
ENSG00000172995.17	ARPP21	Unproductive	+	1	0	0	chr3:35708969-35709070	chr3:35707451-35707541	chr3:35706974-35707082	0.658753709198813	6.561797752808989	0.3451043338683788	5.2567983	2.259989023208618	5.628195285797119	FALSE
ENSG00000076242.18	MLH1	Productive	+	0	0	0	chr3:37000955-37001053	chr3:36996619-36996709	chr3:36993548-36993663	23.56410256410257	10.070588235294116	0.18317358892438765	5.181181	4.959714	4.864262580871582	FALSE
ENSG00000076242.18	MLH1	Productive	+	1	0	0	chr3:37004401-37004474	chr3:37000955-37001053	chr3:36996619-36996709	0.2388250319284802	0.18317358892438765	0.13535031847133758	4.959714	4.864262580871582	5.2798380851745605	FALSE
ENSG00000076242.18	MLH1	Productive	+	1	1	1	chr3:37011820-37011862	chr3:37008814-37008905	chr3:37006991-37007063	0.20948012232415905	6.045045045045045	1.5294117647058822	4.907671	4.767989635467529	3.533557891845703	TRUE
ENSG00000076242.18	MLH1	Productive	+	0	1	1	chr3:37020310-37020463	chr3:37017506-37017599	chr3:37014478-37014544	0.25052192066805845	6.516129032258065	0.4678536102868447	5.170253	4.800766468048096	4.8731303215026855	FALSE
ENSG00000076242.18	MLH1	Productive	+	1	0	0	chr3:37048517-37048609	chr3:37047519-37047683	chr3:37042268-37042331	19.136363636363637	0.3326007326007326	0.24970414201183433	4.4840937	5.001485	4.4023118019104	FALSE
ENSG00000144674.19	GOLGA4	Productive	+	0	0	0	chr3:37273536-37273601	chr3:37266842-37266940	chr3:37251395-37251484	2.3114754098360657	0.9155672823218998	6.741935483870968	1.9847112	5.955301761627197	1.6296817064285278	TRUE
ENSG00000144674.19	GOLGA4	Productive	+	0	0	0	chr3:37289235-37289291	chr3:37286014-37286061	chr3:37281958-37282272	1.446112600536193	1.391304347826087	0.4923469387755102	3.7017462	3.0602710247039795	5.1615086	TRUE
ENSG00000162374.18	ELAVL4	Productive	+	2	1	1	chr1:50200851-50201116	chr1:50197429-50197467	chr1:50195561-50195786	0.04691075514874142	0.5	0.7952191235059761	6.18669	8.1484375	6.3653574	TRUE
ENSG00000144677.15	CTDSPL	Productive	+	2	0	0	chr3:37964571-37964672	chr3:37957111-37957143	chr3:37947057-37947211	0.7749445676274944	6.7727272727272725	5.35625	4.1306453	4.601212024688721	4.943206	FALSE
ENSG00000172939.9	OXSR1	Unproductive	+	0	2	2	chr3:38198722-38198863	chr3:38193282-38193418	chr3:38190731-38190839	0.10315533980582524	4.011494252873563	22.22972972972973	5.458972	1.9167810678482056	4.302521	TRUE
ENSG00000093217.11	XYLB	Productive	+	1	0	0	chr3:38365199-38365285	chr3:38362937-38363017	chr3:38360339-38360408	0.4718045112781955	1.6916666666666669	3.195876288659794	3.6503713	3.393827199935913	2.4602067470550537	FALSE
ENSG00000157036.13	EXOG	Productive	+	0	2	2	chr3:38501355-38501494	chr3:38497629-38497778	chr3:38496368-38496530	2.142355008787346	4.415637860082304	0.4492273730684327	0.64596933	2.637139797210694	3.3845785	FALSE
ENSG00000168026.19	TTC21A	Productive	+	2	0	0	chr3:39114585-39114742	chr3:39112458-39112580	chr3:39110851-39111017	1.0876777251184837	1.5625	1.2540650406504066	2.9442635	2.9754798412323	3.0859494	FALSE
ENSG00000204006.11	C1orf185	Productive	+	0	2	2	chr1:51147467-51147771	chr1:51145724-51145760	chr1:51118727-51118801	4.048780487804878	1.3934426229508197	6.182336182336182	1.1676534	1.154081106185913	0.8663836	FALSE
ENSG00000144659.13	SLC25A38	Productive	+	1	0	0	chr3:39391853-39392021	chr3:39391441-39391620	chr3:39390423-39390507	0.622257053291536	2.3581267217630852	6.913357400722021	3.525388	3.882544040679931	3.7234025	FALSE
ENSG00000170011.14	MYRIP	Productive	+	0	0	0	chr3:40244446-40244607	chr3:40233859-40234053	chr3:40209854-40210093	1.775	2.216168717047452	0.9223744292237442	1.9598292	3.436302423477173	4.279284	TRUE
ENSG00000117859.19	OSBPL9	Productive	+	0	0	0	chr1:51669434-51669622	chr1:51651991-51652041	chr1:51617111-51617221	0.05400696864111498	3.0123456790123457	1.7018121911037891	6.0043154	3.887039184570313	4.12150764465332	TRUE
ENSG00000117859.19	OSBPL9	Productive	+	2	0	0	chr1:51745536-51745631	chr1:51740143-51740211	chr1:51714003-51714079	0.06054279749478079	0.4142857142857143	8.75	5.1215715	3.0904929637908936	5.022114276885986	TRUE
ENSG00000114812.13	VIPR1	Productive	+	0	0	0	chr3:42530779-42530932	chr3:42527991-42528123	chr3:42527393-42527496	3.086687306501548	3.98993288590604	0.40898155573376105	2.5927887	3.549323320388794	4.864993572235107	FALSE
ENSG00000117859.19	OSBPL9	Productive	+	0	0	0	chr1:51760690-51760780	chr1:51756320-51756358	chr1:51750148-51750195	4.48	3.183333333333333	14.830188679245284	6.063396	6.004974842071533	4.062329292297363	TRUE
ENSG00000114857.19	NKTR	Unproductive	+	2	1	1	chr3:42630546-42630575	chr3:42627200-42627227	chr3:42621429-42621516	0.1486146095717884	0.3333333333333333	Inf	6.277216	5.836607933044434	4.813100337982178	FALSE
ENSG00000011198.10	ABHD5	Productive	+	2	0	0	chr3:43718443-43718532	chr3:43717671-43717857	chr3:43714947-43715058	0.32571428571428573	5.107871720116618	0.3622392974753018	4.863866	4.2732673	4.661178112030029	TRUE
ENSG00000169981.11	ZNF35	Productive	+	0	2	2	chr3:44658701-44659947	chr3:44652557-44652701	chr3:44651068-44651259	2.608923884514436	4.758064516129032	2.1621905161561057	0.71659374	0.8623241782188416	0.9613833	FALSE
ENSG00000211456.14	SACM1L	Productive	+	2	0	0	chr3:45709498-45709647	chr3:45706780-45706907	chr3:45705135-45705209	0.33659491193737767	5.091954022988506	8.918604651162791	4.73976	4.82267951965332	4.7207932	FALSE
ENSG00000160796.18	NBEAL2	Productive	+	2	0	0	chr3:46993937-46994020	chr3:46992475-46992555	chr3:46991840-46991946	0.48121387283236994	3.641509433962264	0.664179104477612	4.5674205	3.1418025493621826	3.6513455	FALSE
