ID	ID_Species	ID_Organ	ID_Stage	ID_libNumber	sample_accession	run_accession	scientific_name	fastq_ftp	fastq_aspera	sample_alias	library ID	Species	Tissue	Stage	Sex.x	Used library?	Species (strain)	Organ	Developmental stage	Sex.y	Sequencing runs (machine run lane)	Stage (detail)	Total number reads	Total number aligned reads	% aligned reads	Extraction protocol	RQN	RIN	HDBR ID	Ordinal_stage	Label_As_in_PreviousAnalysis	Tissue_ForDevelopementalAnalysis
Rat_Ovary_2wpb_2338	Rat	Ovary	2wpb	2338	SAMEA4680846	ERR2592637	Rattus norvegicus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/007/ERR2592637/ERR2592637.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/007/ERR2592637/ERR2592637.fastq.gz	E-MTAB-6811:2338sTS.Rat.Ovary.2wpb.Female	2338	Rat	Ovary	2wpb	Female	yes	Rat (Holtzman SD)	Ovary	P14	Female	VADER 153 lane 6	2 weeks post birth	33782929	32157245	95%	QIAgen RNeasy QIAzol	7.4	NA	NA	14	P14	Ovary
Rat_Brain_2wpb_2339	Rat	Brain	2wpb	2339	SAMEA4680847	ERR2592638	Rattus norvegicus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/008/ERR2592638/ERR2592638.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/008/ERR2592638/ERR2592638.fastq.gz	E-MTAB-6811:2339sTS.Rat.Brain.2wpb.Female	2339	Rat	Brain	2wpb	Female	yes	Rat (Holtzman SD)	Forebrain/Cerebrum	P14	Female	VADER 171 lane 8	2 weeks post birth	40099516	38945792	97%	QIAgen RNeasy QIAzol	7.8	10	NA	14	P14	Brain
Rat_Brain_2wpb_2342	Rat	Brain	2wpb	2342	SAMEA4680850	ERR2592641	Rattus norvegicus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/001/ERR2592641/ERR2592641.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/001/ERR2592641/ERR2592641.fastq.gz	E-MTAB-6811:2342sTS.Rat.Brain.2wpb.Male	2342	Rat	Brain	2wpb	Male	yes	Rat (Holtzman SD)	Forebrain/Cerebrum	P14	Male	VADER 153 lane 6	2 weeks post birth	36877009	35283337	96%	QIAgen RNeasy QIAzol	7.5	NA	NA	14	P14	Brain
Rat_Brain_2wpb_2345	Rat	Brain	2wpb	2345	SAMEA4680853	ERR2592644	Rattus norvegicus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/004/ERR2592644/ERR2592644.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/004/ERR2592644/ERR2592644.fastq.gz	E-MTAB-6811:2345sTS.Rat.Brain.2wpb.Male	2345	Rat	Brain	2wpb	Male	yes	Rat (Holtzman SD)	Forebrain/Cerebrum	P14	Male	VADER 171 lane 8	2 weeks post birth	42920793	41941637	98%	QIAgen RNeasy QIAzol	7.7	10	NA	14	P14	Brain
Rat_Kidney_16_3645	Rat	Kidney	16	3645	SAMEA4680660	ERR2592451	Rattus norvegicus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/001/ERR2592451/ERR2592451.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/001/ERR2592451/ERR2592451.fastq.gz	E-MTAB-6811:3645sTS.Rat.Kidney.16.Female	3645	Rat	Kidney	16	Female	yes	Rat (Holtzman SD)	Kidney	e16	Female	OBIWAN 124 lane 4	16 days	31233801	30921533	99%	QIAgen RNeasy DTT	9.9	NA	NA	6	e16	Kidney
Rat_Cerebellum_2wpb_2346	Rat	Cerebellum	2wpb	2346	SAMEA4680854	ERR2592645	Rattus norvegicus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/005/ERR2592645/ERR2592645.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/005/ERR2592645/ERR2592645.fastq.gz	E-MTAB-6811:2346sTS.Rat.Cerebellum.2wpb.Male	2346	Rat	Cerebellum	2wpb	Male	yes	Rat (Holtzman SD)	Hindbrain/Cerebellum	P14	Male	VADER 171 lane 8	2 weeks post birth	38048622	37107311	98%	QIAgen RNeasy QIAzol	7.3	NA	NA	14	P14	Cerebellum
Rat_Heart_2wpb_2727	Rat	Heart	2wpb	2727	SAMEA4680859	ERR2592650	Rattus norvegicus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/000/ERR2592650/ERR2592650.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/000/ERR2592650/ERR2592650.fastq.gz	E-MTAB-6811:2727sTS.Rat.Heart.2wpb.Female	2727	Rat	Heart	2wpb	Female	yes	Rat (Holtzman SD)	Heart	P14	Female	WINDU 15 lane 2	2 weeks post birth	16088239	15805492	98%	QIAgen RNeasy DTT	6.8	NA	NA	14	P14	Heart
Rat_Kidney_2wpb_2730	Rat	Kidney	2wpb	2730	SAMEA4680862	ERR2592653	Rattus norvegicus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/003/ERR2592653/ERR2592653.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/003/ERR2592653/ERR2592653.fastq.gz	E-MTAB-6811:2730sTS.Rat.Kidney.2wpb.Male	2730	Rat	Kidney	2wpb	Male	yes	Rat (Holtzman SD)	Kidney	P14	Male	OBIWAN 124 lane 7	2 weeks post birth	32865912	32450539	99%	QIAgen RNeasy QIAzol	9.1	NA	NA	14	P14	Kidney
Rat_Ovary_16_3646	Rat	Ovary	16	3646	SAMEA4680661	ERR2592452	Rattus norvegicus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/002/ERR2592452/ERR2592452.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/002/ERR2592452/ERR2592452.fastq.gz	E-MTAB-6811:3646sTS.Rat.Ovary.16.Female	3646	Rat	Ovary	16	Female	yes	Rat (Holtzman SD)	Ovary	e16	Female	VADER 183 lane 8	16 days	28784492	28412763	99%	QIAgen RNeasy DTT	9.8	NA	NA	6	e16	Ovary
Rat_Kidney_2wpb_2756	Rat	Kidney	2wpb	2756	SAMEA4680864	ERR2592655	Rattus norvegicus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/005/ERR2592655/ERR2592655.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/005/ERR2592655/ERR2592655.fastq.gz	E-MTAB-6811:2756sTS.Rat.Kidney.2wpb.Female	2756	Rat	Kidney	2wpb	Female	yes	Rat (Holtzman SD)	Kidney	P14	Female	WINDU 23 lane 2	2 weeks post birth	37054814	36549322	99%	QIAgen RNeasy QIAzol	7.9	NA	NA	14	P14	Kidney
Rat_Brain_16_4096	Rat	Brain	16	4096	SAMEA4680665	ERR2592456	Rattus norvegicus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/006/ERR2592456/ERR2592456.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/006/ERR2592456/ERR2592456.fastq.gz	E-MTAB-6811:4096sTS.Rat.Brain.16.Male	4096	Rat	Brain	16	Male	yes	Rat (Holtzman SD)	Forebrain/Cerebrum	e16	Male	OBIWAN 117 lane 6	16 days	30241729	29905499	99%	QIAgen RNeasy DTT	9.7	NA	NA	6	e16	Brain
Rat_Brain_6wpb_1875	Rat	Brain	6wpb	1875	SAMEA4680868	ERR2592659	Rattus norvegicus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/009/ERR2592659/ERR2592659.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/009/ERR2592659/ERR2592659.fastq.gz	E-MTAB-6811:1875sTS.Rat.Brain.6wpb.Male	1875	Rat	Brain	6wpb	Male	yes	Rat (Holtzman SD)	Forebrain/Cerebrum	P42	Male	VADER 152 lane 8	6 weeks post birth	31815993	31298894	98%	QIAgen RNeasy QIAzol	7.1	NA	NA	15	P42	Brain
Rat_Cerebellum_16_4097	Rat	Cerebellum	16	4097	SAMEA4680666	ERR2592457	Rattus norvegicus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/007/ERR2592457/ERR2592457.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/007/ERR2592457/ERR2592457.fastq.gz	E-MTAB-6811:4097sTS.Rat.Cerebellum.16.Male	4097	Rat	Cerebellum	16	Male	yes	Rat (Holtzman SD)	Hindbrain/Cerebellum	e16	Male	OBIWAN 117 lane 6	16 days	65266055	64472414	99%	QIAgen RNeasy DTT	9.8	NA	NA	6	e16	Cerebellum
Rat_Cerebellum_6wpb_1968	Rat	Cerebellum	6wpb	1968	SAMEA4680869	ERR2592660	Rattus norvegicus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/000/ERR2592660/ERR2592660.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/000/ERR2592660/ERR2592660.fastq.gz	E-MTAB-6811:1968sTS.Rat.Cerebellum.6wpb.Male	1968	Rat	Cerebellum	6wpb	Male	yes	Rat (Holtzman SD)	Hindbrain/Cerebellum	P42	Male	VADER 152 lane 8	6 weeks post birth	24408746	23745717	97%	QIAgen RNeasy QIAzol	7.4	NA	NA	15	P42	Cerebellum
Rat_Brain_16_4098	Rat	Brain	16	4098	SAMEA4680667	ERR2592458	Rattus norvegicus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/008/ERR2592458/ERR2592458.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/008/ERR2592458/ERR2592458.fastq.gz	E-MTAB-6811:4098sTS.Rat.Brain.16.Female	4098	Rat	Brain	16	Female	yes	Rat (Holtzman SD)	Forebrain/Cerebrum	e16	Female	OBIWAN 117 lane 6	16 days	27817126	27527774	99%	QIAgen RNeasy DTT	9.7	NA	NA	6	e16	Brain
Rat_Liver_6wpb_1973	Rat	Liver	6wpb	1973	SAMEA4680874	ERR2592665	Rattus norvegicus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/005/ERR2592665/ERR2592665.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/005/ERR2592665/ERR2592665.fastq.gz	E-MTAB-6811:1973sTS.Rat.Liver.6wpb.Male	1973	Rat	Liver	6wpb	Male	yes	Rat (Holtzman SD)	Liver	P42	Male	OBIWAN 88 lane 7	6 weeks post birth	40753892	40055135	98%	QIAgen RNeasy QIAzol	8	NA	NA	15	P42	Liver
Rat_Liver_17_2517	Rat	Liver	17	2517	SAMEA4680675	ERR2592466	Rattus norvegicus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/006/ERR2592466/ERR2592466.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/006/ERR2592466/ERR2592466.fastq.gz	E-MTAB-6811:2517sTS.Rat.Liver.17.Female	2517	Rat	Liver	17	Female	yes	Rat (Holtzman SD)	Liver	e17	Female	VADER 165 lane 3	17 days	42327988	41467272	98%	QIAgen RNeasy DTT	10	NA	NA	7	e17	Liver
Rat_Testis_6wpb_1974	Rat	Testis	6wpb	1974	SAMEA4680875	ERR2592666	Rattus norvegicus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/006/ERR2592666/ERR2592666.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/006/ERR2592666/ERR2592666.fastq.gz	E-MTAB-6811:1974sTS.Rat.Testis.6wpb.Male	1974	Rat	Testis	6wpb	Male	yes	Rat (Holtzman SD)	Testis	P42	Male	OBIWAN 88 lane 7	6 weeks post birth	46110522	45191770	98%	QIAgen RNeasy QIAzol	6.8	NA	NA	15	P42	Testis
Rat_Liver_17_2518	Rat	Liver	17	2518	SAMEA4680676	ERR2592467	Rattus norvegicus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/007/ERR2592467/ERR2592467.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/007/ERR2592467/ERR2592467.fastq.gz	E-MTAB-6811:2518sTS.Rat.Liver.17.Female	2518	Rat	Liver	17	Female	yes	Rat (Holtzman SD)	Liver	e17	Female	VADER 175 lane 8	17 days	44260797	42990300	97%	QIAgen RNeasy DTT	9.9	NA	NA	7	e17	Liver
Rat_Ovary_6wpb_2286	Rat	Ovary	6wpb	2286	SAMEA4680878	ERR2592669	Rattus norvegicus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/009/ERR2592669/ERR2592669.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/009/ERR2592669/ERR2592669.fastq.gz	E-MTAB-6811:2286sTS.Rat.Ovary.6wpb.Female	2286	Rat	Ovary	6wpb	Female	yes	Rat (Holtzman SD)	Ovary	P42	Female	VADER 152 lane 8	6 weeks post birth	25114374	24754055	99%	QIAgen RNeasy QIAzol	8.6	NA	NA	15	P42	Ovary
Rat_Brain_17_2598	Rat	Brain	17	2598	SAMEA4680678	ERR2592469	Rattus norvegicus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/009/ERR2592469/ERR2592469.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/009/ERR2592469/ERR2592469.fastq.gz	E-MTAB-6811:2598sTS.Rat.Brain.17.Male	2598	Rat	Brain	17	Male	yes	Rat (Holtzman SD)	Forebrain/Cerebrum	e17	Male	VADER 162 lane 2	17 days	35703862	35090910	98%	QIAgen RNeasy QIAzol	7.9	NA	NA	7	e17	Brain
Rat_Cerebellum_6wpb_2364	Rat	Cerebellum	6wpb	2364	SAMEA4680881	ERR2592672	Rattus norvegicus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/002/ERR2592672/ERR2592672.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/002/ERR2592672/ERR2592672.fastq.gz	E-MTAB-6811:2364sTS.Rat.Cerebellum.6wpb.Female	2364	Rat	Cerebellum	6wpb	Female	yes	Rat (Holtzman SD)	Hindbrain/Cerebellum	P42	Female	OBIWAN 91 lane 5	6 weeks post birth	41281896	40228412	97%	QIAgen RNeasy QIAzol	7.2	NA	NA	15	P42	Cerebellum
Rat_Brain_17_2605	Rat	Brain	17	2605	SAMEA4680685	ERR2592476	Rattus norvegicus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/006/ERR2592476/ERR2592476.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/006/ERR2592476/ERR2592476.fastq.gz	E-MTAB-6811:2605sTS.Rat.Brain.17.Female	2605	Rat	Brain	17	Female	yes	Rat (Holtzman SD)	Forebrain/Cerebrum	e17	Female	VADER 165 lane 4	17 days	35483622	34288261	97%	QIAgen RNeasy QIAzol	7.8	NA	NA	7	e17	Brain
Rat_Ovary_6wpb_2365	Rat	Ovary	6wpb	2365	SAMEA4680882	ERR2592673	Rattus norvegicus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/003/ERR2592673/ERR2592673.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/003/ERR2592673/ERR2592673.fastq.gz	E-MTAB-6811:2365sTS.Rat.Ovary.6wpb.Female	2365	Rat	Ovary	6wpb	Female	yes	Rat (Holtzman SD)	Ovary	P42	Female	OBIWAN 91 lane 5	6 weeks post birth	37551622	36877595	98%	QIAgen RNeasy QIAzol	8.3	NA	NA	15	P42	Ovary
Rat_Heart_17_2685	Rat	Heart	17	2685	SAMEA4680688	ERR2592479	Rattus norvegicus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/009/ERR2592479/ERR2592479.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/009/ERR2592479/ERR2592479.fastq.gz	E-MTAB-6811:2685sTS.Rat.Heart.17.Male	2685	Rat	Heart	17	Male	yes	Rat (Holtzman SD)	Heart	e17	Male	OBIWAN 123 lane 6	17 days	23104502	22811832	99%	QIAgen RNeasy DTT	9.8	NA	NA	7	e17	Heart
Rat_Liver_6wpb_2366	Rat	Liver	6wpb	2366	SAMEA4680883	ERR2592674	Rattus norvegicus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/004/ERR2592674/ERR2592674.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/004/ERR2592674/ERR2592674.fastq.gz	E-MTAB-6811:2366sTS.Rat.Liver.6wpb.Female	2366	Rat	Liver	6wpb	Female	yes	Rat (Holtzman SD)	Liver	P42	Female	OBIWAN 91 lane 6	6 weeks post birth	45289331	44273921	98%	QIAgen RNeasy QIAzol	8	NA	NA	15	P42	Liver
Rat_Kidney_17_2687	Rat	Kidney	17	2687	SAMEA4680690	ERR2592481	Rattus norvegicus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/001/ERR2592481/ERR2592481.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/001/ERR2592481/ERR2592481.fastq.gz	E-MTAB-6811:2687sTS.Rat.Kidney.17.Female	2687	Rat	Kidney	17	Female	yes	Rat (Holtzman SD)	Kidney	e17	Female	OBIWAN 124 lane 6	17 days	23172968	22940098	99%	QIAgen RNeasy DTT	10	NA	NA	7	e17	Kidney
Rat_Heart_6wpb_2742	Rat	Heart	6wpb	2742	SAMEA4680888	ERR2592679	Rattus norvegicus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/009/ERR2592679/ERR2592679.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/009/ERR2592679/ERR2592679.fastq.gz	E-MTAB-6811:2742sTS.Rat.Heart.6wpb.Male	2742	Rat	Heart	6wpb	Male	yes	Rat (Holtzman SD)	Heart	P42	Male	OBIWAN 123 lane 8	6 weeks post birth	27360682	27094344	99%	QIAgen RNeasy QIAzol	7.9	NA	NA	15	P42	Heart
Rat_Heart_17_3900	Rat	Heart	17	3900	SAMEA4680691	ERR2592482	Rattus norvegicus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/002/ERR2592482/ERR2592482.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/002/ERR2592482/ERR2592482.fastq.gz	E-MTAB-6811:3900sTS.Rat.Heart.17.Female	3900	Rat	Heart	17	Female	yes	Rat (Holtzman SD)	Heart	e17	Female	WINDU 15 lane 3	17 days	28525727	28013492	98%	QIAgen RNeasy DTT	9.6	NA	NA	7	e17	Heart
Rat_Heart_6wpb_2751	Rat	Heart	6wpb	2751	SAMEA4680890	ERR2592681	Rattus norvegicus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/001/ERR2592681/ERR2592681.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/001/ERR2592681/ERR2592681.fastq.gz	E-MTAB-6811:2751sTS.Rat.Heart.6wpb.Male	2751	Rat	Heart	6wpb	Male	yes	Rat (Holtzman SD)	Heart	P42	Male	OBIWAN 123 lane 8	6 weeks post birth	26404675	26181993	99%	QIAgen RNeasy QIAzol	8.6	NA	NA	15	P42	Heart
Rat_Heart_17_3902	Rat	Heart	17	3902	SAMEA4680693	ERR2592484	Rattus norvegicus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/004/ERR2592484/ERR2592484.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/004/ERR2592484/ERR2592484.fastq.gz	E-MTAB-6811:3902sTS.Rat.Heart.17.Male	3902	Rat	Heart	17	Male	yes	Rat (Holtzman SD)	Heart	e17	Male	OBIWAN 124 lane 5	17 days	32482610	32140083	99%	QIAgen RNeasy DTT	9.6	NA	NA	7	e17	Heart
Rat_Kidney_17_3903	Rat	Kidney	17	3903	SAMEA4680694	ERR2592485	Rattus norvegicus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/005/ERR2592485/ERR2592485.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/005/ERR2592485/ERR2592485.fastq.gz	E-MTAB-6811:3903sTS.Rat.Kidney.17.Male	3903	Rat	Kidney	17	Male	yes	Rat (Holtzman SD)	Kidney	e17	Male	WINDU 23 lane 7	17 days	31543287	31040726	98%	QIAgen RNeasy DTT	9.7	NA	NA	7	e17	Kidney
Rat_Kidney_6wpb_2856	Rat	Kidney	6wpb	2856	SAMEA4680891	ERR2592682	Rattus norvegicus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/002/ERR2592682/ERR2592682.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/002/ERR2592682/ERR2592682.fastq.gz	E-MTAB-6811:2856sTS.Rat.Kidney.6wpb.Male	2856	Rat	Kidney	6wpb	Male	yes	Rat (Holtzman SD)	Kidney	P42	Male	WINDU 23 lane 2	6 weeks post birth	27570406	27073242	98%	QIAgen RNeasy QIAzol	6.8	NA	NA	15	P42	Kidney
Rat_Liver_16wpb_2351	Rat	Liver	16wpb	2351	SAMEA4680895	ERR2592686	Rattus norvegicus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/006/ERR2592686/ERR2592686.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/006/ERR2592686/ERR2592686.fastq.gz	E-MTAB-6811:2351sTS.Rat.Liver.16wpb.Female	2351	Rat	Liver	16wpb	Female	yes	Rat (Holtzman SD)	Liver	P112	Female	VADER 161 lane 8	16 weeks post birth	25871508	25578414	99%	QIAgen RNeasy QIAzol	8.1	NA	NA	16	P112	Liver
Rat_Heart_18_2667	Rat	Heart	18	2667	SAMEA4680705	ERR2592496	Rattus norvegicus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/006/ERR2592496/ERR2592496.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/006/ERR2592496/ERR2592496.fastq.gz	E-MTAB-6811:2667sTS.Rat.Heart.18.Female	2667	Rat	Heart	18	Female	yes	Rat (Holtzman SD)	Heart	e18	Female	WINDU 21 lane 4	18 days	26192098	25716934	98%	QIAgen RNeasy QIAzol	7	NA	NA	8	e18	Heart
Rat_Liver_16wpb_2355	Rat	Liver	16wpb	2355	SAMEA4680899	ERR2592690	Rattus norvegicus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/000/ERR2592690/ERR2592690.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/000/ERR2592690/ERR2592690.fastq.gz	E-MTAB-6811:2355sTS.Rat.Liver.16wpb.Female	2355	Rat	Liver	16wpb	Female	yes	Rat (Holtzman SD)	Liver	P112	Female	OBIWAN 91 lane 4	16 weeks post birth	40011322	39182412	98%	QIAgen RNeasy QIAzol	8.1	NA	NA	16	P112	Liver
Rat_Ovary_18_2719	Rat	Ovary	18	2719	SAMEA4680706	ERR2592497	Rattus norvegicus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/007/ERR2592497/ERR2592497.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/007/ERR2592497/ERR2592497.fastq.gz	E-MTAB-6811:2719sTS.Rat.Ovary.18.Female	2719	Rat	Ovary	18	Female	yes	Rat (Holtzman SD)	Ovary	e18	Female	VADER 165 lane 6	18 days	33793105	33301494	99%	QIAgen RNeasy DTT	9	NA	NA	8	e18	Ovary
Rat_Kidney_18_2722	Rat	Kidney	18	2722	SAMEA4680708	ERR2592499	Rattus norvegicus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/009/ERR2592499/ERR2592499.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/009/ERR2592499/ERR2592499.fastq.gz	E-MTAB-6811:2722sTS.Rat.Kidney.18.Female	2722	Rat	Kidney	18	Female	yes	Rat (Holtzman SD)	Kidney	e18	Female	OBIWAN 123 lane 7	18 days	29370801	29128840	99%	QIAgen RNeasy DTT	9.5	NA	NA	8	e18	Kidney
Rat_Kidney_18_2752	Rat	Kidney	18	2752	SAMEA4680710	ERR2592501	Rattus norvegicus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/001/ERR2592501/ERR2592501.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/001/ERR2592501/ERR2592501.fastq.gz	E-MTAB-6811:2752sTS.Rat.Kidney.18.Female	2752	Rat	Kidney	18	Female	yes	Rat (Holtzman SD)	Kidney	e18	Female	WINDU 23 lane 2	18 days	34697585	34310419	99%	QIAgen RNeasy QIAzol	8.8	NA	NA	8	e18	Kidney
Rat_Testis_16wpb_2358	Rat	Testis	16wpb	2358	SAMEA4680902	ERR2592693	Rattus norvegicus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/003/ERR2592693/ERR2592693.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/003/ERR2592693/ERR2592693.fastq.gz	E-MTAB-6811:2358sTS.Rat.Testis.16wpb.Male	2358	Rat	Testis	16wpb	Male	yes	Rat (Holtzman SD)	Testis	P112	Male	VADER 161 lane 8	16 weeks post birth	35650831	34948698	98%	QIAgen RNeasy QIAzol	7.8	NA	NA	16	P112	Testis
Rat_Kidney_18_2754	Rat	Kidney	18	2754	SAMEA4680712	ERR2592503	Rattus norvegicus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/003/ERR2592503/ERR2592503.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/003/ERR2592503/ERR2592503.fastq.gz	E-MTAB-6811:2754sTS.Rat.Kidney.18.Male	2754	Rat	Kidney	18	Male	yes	Rat (Holtzman SD)	Kidney	e18	Male	WINDU 23 lane 2	18 days	36946025	36529800	99%	QIAgen RNeasy QIAzol	8.2	NA	NA	8	e18	Kidney
Rat_Liver_16wpb_2359	Rat	Liver	16wpb	2359	SAMEA4680903	ERR2592694	Rattus norvegicus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/004/ERR2592694/ERR2592694.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/004/ERR2592694/ERR2592694.fastq.gz	E-MTAB-6811:2359sTS.Rat.Liver.16wpb.Male	2359	Rat	Liver	16wpb	Male	yes	Rat (Holtzman SD)	Liver	P112	Male	VADER 161 lane 8	16 weeks post birth	29338454	28797558	98%	QIAgen RNeasy QIAzol	7.8	NA	NA	16	P112	Liver
Rat_Heart_16wpb_2747	Rat	Heart	16wpb	2747	SAMEA4680909	ERR2592700	Rattus norvegicus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/000/ERR2592700/ERR2592700.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/000/ERR2592700/ERR2592700.fastq.gz	E-MTAB-6811:2747sTS.Rat.Heart.16wpb.Male	2747	Rat	Heart	16wpb	Male	yes	Rat (Holtzman SD)	Heart	P112	Male	OBIWAN 123 lane 8	16 weeks post birth	27585164	27083815	98%	QIAgen RNeasy QIAzol	6.6	NA	NA	16	P112	Heart
Rat_Kidney_18_5596	Rat	Kidney	18	5596	SAMEA4680721	ERR2592512	Rattus norvegicus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/002/ERR2592512/ERR2592512.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/002/ERR2592512/ERR2592512.fastq.gz	E-MTAB-6811:5596sTS.Rat.Kidney.18.Male	5596	Rat	Kidney	18	Male	yes	Rat (Holtzman SD)	Kidney	e18	Male	OBIWAN 165 lane 1	18 days	28345740	27915801	98%	QIAgen RNeasy DTT	9.7	NA	NA	8	e18	Kidney
